source,brand,title,price,url,image_url,tags,raw_data
PChome,明亮系列,明亮系列-金盞花萃取物(含葉黃素)複方軟膠囊(100粒/盒),688,https://24h.pchome.com.tw/prod/DBAW1D-A9007SCNW,https://cs-a.ecimg.tw/items/DBAW1DA9007SCNW/000001_1693448355.jpg,💊膠囊,明亮系列-金盞花萃取物(含葉黃素)複方軟膠囊(100粒/盒)
PChome,游離型葉,游離型葉黃素軟膠囊20mg 60粒,749,https://24h.pchome.com.tw/prod/DBBC1E-A900AR3YU,https://cs-a.ecimg.tw/items/DBBC1EA900AR3YU/000001_1768552455.jpg,✅游離型 💊膠囊,游離型葉黃素軟膠囊20mg 60粒
PChome,明亮系列,明亮系列-金盞花葉黃素Plus蝦紅素軟膠囊(50粒/盒),688,https://24h.pchome.com.tw/prod/DBBB46-A9009YPUF,https://cs-a.ecimg.tw/items/DBBB46A9009YPUF/000001_1766035097.jpg,🦐蝦紅素 🦐舒緩專注 💊膠囊,明亮系列-金盞花葉黃素Plus蝦紅素軟膠囊(50粒/盒)
PChome,專利金盞,專利金盞花葉黃素 軟膠囊 (30粒/盒)6盒組,1290,https://24h.pchome.com.tw/prod/DBAX6Q-A900FU22R,https://cs-a.ecimg.tw/items/DBAX6QA900FU22R/000001_1750234539.jpg,💊膠囊,專利金盞花葉黃素 軟膠囊 (30粒/盒)6盒組
PChome,專利金盞,專利金盞花葉黃素 軟膠囊 (30粒/盒)3盒組,690,https://24h.pchome.com.tw/prod/DBAX6Q-A900FU1XI,https://cs-a.ecimg.tw/items/DBAX6QA900FU1XI/000001_1750234520.jpg,💊膠囊,專利金盞花葉黃素 軟膠囊 (30粒/盒)3盒組
PChome,游離型葉,游離型葉黃素+黑醋栗複方錠(30錠/盒),447,https://24h.pchome.com.tw/prod/DBCM1B-A900GXZ6D,https://cs-a.ecimg.tw/items/DBCM1BA900GXZ6D/000001_1764817919.jpg,✅游離型 🫐花青素,游離型葉黃素+黑醋栗複方錠(30錠/盒)
PChome,專利晶澈,專利晶澈葉黃素EX 素食膠囊 (60粒/盒) 3盒組,1975,https://24h.pchome.com.tw/prod/DBBBDF-A900EOHAJ,https://cs-a.ecimg.tw/items/DBBBDFA900EOHAJ/000001_1748879957.jpg,💊膠囊,專利晶澈葉黃素EX 素食膠囊 (60粒/盒) 3盒組
PChome,EURE,EUREYE葉黃素複方軟膠囊 30粒6入組(德國原裝 游離型.玉米黃素.藍莓(山桑子).維他命A+B2),1515,https://24h.pchome.com.tw/prod/DBBC0N-A900ANIVD,https://cs-a.ecimg.tw/items/DBBC0NA900ANIVD/000001_1751337893.jpg,✅游離型 🫐花青素 🫐夜視守護 💊膠囊,EUREYE葉黃素複方軟膠囊 30粒6入組(德國原裝 游離型.玉米黃素.藍莓(山桑子).維他命A+B2)
PChome,專利晶澈,專利晶澈葉黃素EX 素食膠囊 (60粒/盒),890,https://24h.pchome.com.tw/prod/DBAX6Q-A900BHO08,https://cs-a.ecimg.tw/items/DBAX6QA900BHO08/000001_1715320417.jpg,💊膠囊,專利晶澈葉黃素EX 素食膠囊 (60粒/盒)
PChome,明亮系列,明亮系列-金盞花萃取物(含葉黃素)複方軟膠囊(50粒/盒),375,https://24h.pchome.com.tw/prod/DBAW1D-A9007SD05,https://cs-a.ecimg.tw/items/DBAW1DA9007SD05/000001_1615964515.jpg,💊膠囊,明亮系列-金盞花萃取物(含葉黃素)複方軟膠囊(50粒/盒)
PChome,EURE,EUREYE葉黃素複方軟膠囊 30粒3入組(德國原裝 游離型.玉米黃素.藍莓(山桑子).維他命A+B2),766,https://24h.pchome.com.tw/prod/DBBB1Q-A9008O1OQ,https://cs-a.ecimg.tw/items/DBBB1QA9008O1OQ/000001_1751337885.jpg,✅游離型 🫐花青素 🫐夜視守護 💊膠囊,EUREYE葉黃素複方軟膠囊 30粒3入組(德國原裝 游離型.玉米黃素.藍莓(山桑子).維他命A+B2)
PChome,舒利視金,舒利視金盞花葉黃素 共2盒 (60顆/盒),1100,https://24h.pchome.com.tw/prod/DBBB1Q-A9007GGBP,https://cs-a.ecimg.tw/items/DBBB1QA9007GGBP/000001_1631760999.jpg,,舒利視金盞花葉黃素 共2盒 (60顆/盒)
PChome,高清葉黃素,【高清葉黃素】極致比例葉黃素+獨家消旋玉米黃素+超臨界蝦紅素｜獨家雙重10:2符合國際新實證｜永豐集團,480,https://24h.pchome.com.tw/prod/DFAQ1I-A900IFEHF,https://cs-a.ecimg.tw/items/DFAQ1IA900IFEHF/000001_1741577481.jpg,⚖️10:2比例 🦐蝦紅素 🦐舒緩專注,【高清葉黃素】極致比例葉黃素+獨家消旋玉米黃素+超臨界蝦紅素｜獨家雙重10:2符合國際新實證｜永豐集團
PChome,明守對策,明守對策葉黃素 40顆/盒 (24hr日夜錠 金盞花 葉酸 山桑子 番紅花 游離型+酯化型 3C族必備螢幕桌機筆電),1280,https://24h.pchome.com.tw/prod/DBAW5A-A900FOEOD,https://cs-a.ecimg.tw/items/DBAW5AA900FOEOD/000001_1695090017.jpg,✅游離型 🫐花青素 🫐夜視守護,明守對策葉黃素 40顆/盒 (24hr日夜錠 金盞花 葉酸 山桑子 番紅花 游離型+酯化型 3C族必備螢幕桌機筆電)
PChome,金盞花葉,金盞花葉黃素膠囊(B群特別版)30粒X3盒(可增進神經系統的健康),1799,https://24h.pchome.com.tw/prod/DBAUI6-A900GA93T,https://cs-a.ecimg.tw/items/DBAUI6A900GA93T/000001_1728348565.jpg,💊膠囊,金盞花葉黃素膠囊(B群特別版)30粒X3盒(可增進神經系統的健康)
PChome,V金盞花,V金盞花萃取物葉黃素複方軟膠囊 60粒,849,https://24h.pchome.com.tw/prod/DBAUGQ-A900FWLUM,https://cs-a.ecimg.tw/items/DBAUGQA900FWLUM/000001_1717054519.jpg,💊膠囊,V金盞花萃取物葉黃素複方軟膠囊 60粒
PChome,金盞花葉,金盞花葉黃素+蝦紅素+B5,989,https://24h.pchome.com.tw/prod/DBBC6F-A900GXDX0,https://cs-a.ecimg.tw/items/DBBC6FA900GXDX0/000001_1740978509.jpg,🦐蝦紅素 🦐舒緩專注,金盞花葉黃素+蝦紅素+B5
PChome,電競葉黃,電競葉黃素 軟膠囊 (30粒/盒)3盒組,1513,https://24h.pchome.com.tw/prod/DBAW6V-A900GGDP2,https://cs-a.ecimg.tw/items/DBAW6VA900GGDP2/000001_1688441010.jpg,💊膠囊,電競葉黃素 軟膠囊 (30粒/盒)3盒組
PChome,狀元．葉,狀元．葉黃素+蝦紅素(30粒/包) x1包,720,https://24h.pchome.com.tw/prod/DBBB1Q-A900BVAGP,https://cs-a.ecimg.tw/items/DBBB1QA900BVAGP/000001_1745074337.jpg,🦐蝦紅素 🦐舒緩專注,狀元．葉黃素+蝦紅素(30粒/包) x1包
PChome,30:6,30:6:6高濃度晶亮葉黃素30粒X3盒(游離型/玉米黃素/玻尿酸/全素),1680,https://24h.pchome.com.tw/prod/DBAUI6-A900GA9EY,https://cs-a.ecimg.tw/items/DBAUI6A900GA9EY/000001_1762228602.jpg,✅游離型 💧水潤配方,30:6:6高濃度晶亮葉黃素30粒X3盒(游離型/玉米黃素/玻尿酸/全素)
PChome,晶研全方,晶研全方位葉黃素EX(60錠/瓶),1822,https://24h.pchome.com.tw/prod/DFAI00-A900HH0NL,https://cs-a.ecimg.tw/items/DFAI00A900HH0NL/000001_1745483909.jpg,,晶研全方位葉黃素EX(60錠/瓶)
PChome,金盞花萃,金盞花萃取葉黃素凍(20g*10包/盒),500,https://24h.pchome.com.tw/prod/DBBB5X-A900FV2EJ,https://cs-a.ecimg.tw/items/DBBB5XA900FV2EJ/000001_1760694402.jpg,🧃飲品/凍,金盞花萃取葉黃素凍(20g*10包/盒)
PChome,晶采金盞,晶采金盞花葉黃素60顆,799,https://24h.pchome.com.tw/prod/DBBB1Q-A9008E442,https://cs-a.ecimg.tw/items/DBBB1QA9008E442/000001_1725261324.jpg,,晶采金盞花葉黃素60顆
PChome,舒利視金,舒利視金盞花葉黃素 共3盒 (60顆/盒),1650,https://24h.pchome.com.tw/prod/DBBB1Q-A9007GGD0,https://cs-a.ecimg.tw/items/DBBB1QA9007GGD0/000001_1631760823.jpg,,舒利視金盞花葉黃素 共3盒 (60顆/盒)
PChome,金盞花葉,金盞花葉黃素Plus蝦紅素軟膠囊 (50粒/盒) *2入組,1400,https://24h.pchome.com.tw/prod/DBDA21-A900GXJ6Y,https://cs-a.ecimg.tw/items/DBDA21A900GXJ6Y/000001_1767783583.jpg,🦐蝦紅素 🦐舒緩專注 💊膠囊,金盞花葉黃素Plus蝦紅素軟膠囊 (50粒/盒) *2入組
PChome,30:6,30:6金盞花葉黃素膠囊(30粒/盒)(三大專利萃取+魚油+蝦紅素),440,https://24h.pchome.com.tw/prod/DBBBAO-A900A0HFS,https://cs-a.ecimg.tw/items/DBBBAOA900A0HFS/000001_1587002044.jpg,🦐蝦紅素 💧水潤配方 🦐舒緩專注 💊膠囊,30:6金盞花葉黃素膠囊(30粒/盒)(三大專利萃取+魚油+蝦紅素)
PChome,葉黃素液,葉黃素液態軟膠囊 140顆,1590,https://24h.pchome.com.tw/prod/DFAQ1I-A900IHF35,https://cs-a.ecimg.tw/items/DFAQ1IA900IHF35/000001_1760581395.jpg,💊膠囊,葉黃素液態軟膠囊 140顆
PChome,高清葉黃素,【高清葉黃素】極致比例葉黃素+獨家消旋玉米黃素+超臨界蝦紅素｜全台獨家雙重10:2符合國際新實證,1440,https://24h.pchome.com.tw/prod/DFAQ1I-1900IFO2K,https://cs-a.ecimg.tw/items/DFAQ1I1900IFO2K/000001_1741580039.jpg,⚖️10:2比例 🦐蝦紅素 🦐舒緩專注,【高清葉黃素】極致比例葉黃素+獨家消旋玉米黃素+超臨界蝦紅素｜全台獨家雙重10:2符合國際新實證
PChome,專利葉黃,專利葉黃素20mg素食膠囊(30顆),650,https://24h.pchome.com.tw/prod/DBBB9D-A900A1QN3,https://cs-a.ecimg.tw/items/DBBB9DA900A1QN3/000001_1741670893.jpg,💊膠囊,專利葉黃素20mg素食膠囊(30顆)
PChome,舒利視金,舒利視金盞花葉黃素(60顆/盒),598,https://24h.pchome.com.tw/prod/DBBB1Q-A9007GG8B,https://cs-a.ecimg.tw/items/DBBB1QA9007GG8B/000001_1631761160.jpg,,舒利視金盞花葉黃素(60顆/盒)
PChome,Puritans Pride,【Puritans Pride 】游離型式 葉黃素 20 MG 超值晶亮 (120顆/瓶),1291,https://24h.pchome.com.tw/prod/DBBC6W-A900FG9JV,https://cs-a.ecimg.tw/items/DBBC6WA900FG9JV/000001_1662016462.jpg,✅游離型,【Puritans Pride 】游離型式 葉黃素 20 MG 超值晶亮 (120顆/瓶)
PChome,視倍明葉,視倍明葉黃素膠囊(30粒)~葉黃素30mg含蝦紅素,400,https://24h.pchome.com.tw/prod/DBBC82-A900GB8G9,https://cs-a.ecimg.tw/items/DBBC82A900GB8G9/000001_1683709692.jpg,🦐蝦紅素 🦐舒緩專注 💊膠囊,視倍明葉黃素膠囊(30粒)~葉黃素30mg含蝦紅素
PChome,葉黃素液,葉黃素液態軟膠囊(140顆/罐),1606,https://24h.pchome.com.tw/prod/DFAQ1I-A900I1PNZ,https://cs-a.ecimg.tw/items/DFAQ1IA900I1PNZ/000001_1764821528.jpg,💊膠囊,葉黃素液態軟膠囊(140顆/罐)
PChome,優適金盞,優適金盞花葉黃素(90粒/瓶),970,https://24h.pchome.com.tw/prod/DBBB0G-A9008FE5B,https://cs-a.ecimg.tw/items/DBBB0GA9008FE5B/000001_1764565425.jpg,,優適金盞花葉黃素(90粒/瓶)
PChome,金盞花葉,金盞花葉黃素 1盒(30顆/盒),599,https://24h.pchome.com.tw/prod/DFAQ1I-A900IEOV9,https://cs-a.ecimg.tw/items/DFAQ1IA900IEOV9/000001_1757575828.jpg,,金盞花葉黃素 1盒(30顆/盒)
PChome,新複方葉,新複方葉黃素軟膠囊(130粒),1610,https://24h.pchome.com.tw/prod/DBBC6W-A900FU6G9,https://cs-a.ecimg.tw/items/DBBC6WA900FU6G9/000001_1670911587.jpg,💊膠囊,新複方葉黃素軟膠囊(130粒)
PChome,葉黃素 ,葉黃素 20 毫克綜合軟膠囊(150粒/罐),1886,https://24h.pchome.com.tw/prod/DFAQ1I-A900IZEKF,https://cs-a.ecimg.tw/items/DFAQ1IA900IZEKF/000001_1751021153.jpg,💊膠囊,葉黃素 20 毫克綜合軟膠囊(150粒/罐)
PChome,EURE,EUREYE葉黃素複方軟膠囊 30粒2入組(德國原裝 游離型.玉米黃素.藍莓(山桑子).維他命A+B2),513,https://24h.pchome.com.tw/prod/DFAQ1I-A900I15P4,https://cs-a.ecimg.tw/items/DFAQ1IA900I15P4/000001_1734667462.jpg,✅游離型 🫐花青素 🫐夜視守護 💊膠囊,EUREYE葉黃素複方軟膠囊 30粒2入組(德國原裝 游離型.玉米黃素.藍莓(山桑子).維他命A+B2)
PChome,葉黃素枸,葉黃素枸杞軟膠囊60顆(游離型葉黃素/8倍濃縮枸杞),1550,https://24h.pchome.com.tw/prod/DFAE0H-A900GE4XA,https://cs-a.ecimg.tw/items/DFAE0HA900GE4XA/000001_1767888310.jpg,✅游離型 💊膠囊,葉黃素枸杞軟膠囊60顆(游離型葉黃素/8倍濃縮枸杞)
PChome,EURE,EUREYE葉黃素複方軟膠囊 30粒8入組(德國原裝 游離型.玉米黃素.藍莓(山桑子).維他命A),2012,https://24h.pchome.com.tw/prod/DBBC0N-A900B5LTM,https://cs-a.ecimg.tw/items/DBBC0NA900B5LTM/000001_1751337897.jpg,✅游離型 🫐花青素 🫐夜視守護 💊膠囊,EUREYE葉黃素複方軟膠囊 30粒8入組(德國原裝 游離型.玉米黃素.藍莓(山桑子).維他命A)
PChome,電競葉黃,電競葉黃素 軟膠囊 (30粒/盒),690,https://24h.pchome.com.tw/prod/DBAW6V-A900GBDKW,https://cs-a.ecimg.tw/items/DBAW6VA900GBDKW/000001_1683793231.jpg,💊膠囊,電競葉黃素 軟膠囊 (30粒/盒)
PChome,專利游離,專利游離型葉黃素x蝦紅素_增量版 1入組/共30粒(添加花青素、玉米黃素、蝦紅素) 最佳比例15:3．全素可食,599,https://24h.pchome.com.tw/prod/DFAQ1I-A900IHXVQ,https://cs-a.ecimg.tw/items/DFAQ1IA900IHXVQ/000001_1742979266.jpg,✅游離型 🦐蝦紅素 🫐花青素 🦐舒緩專注 🫐夜視守護,專利游離型葉黃素x蝦紅素_增量版 1入組/共30粒(添加花青素、玉米黃素、蝦紅素) 最佳比例15:3．全素可食
PChome,金盞花葉,金盞花葉黃素膠囊(B群特別版)30粒/盒(可增進神經系統的健康 維他命B),650,https://24h.pchome.com.tw/prod/DBAU1O-A900B6AQ4,https://cs-a.ecimg.tw/items/DBAU1OA900B6AQ4/000001_1711095127.jpg,💊膠囊,金盞花葉黃素膠囊(B群特別版)30粒/盒(可增進神經系統的健康 維他命B)
PChome,升級版 ,升級版 攔洸葉黃素 1盒(45粒/盒),1260,https://24h.pchome.com.tw/prod/DFAS00-A900GQPGP,https://cs-a.ecimg.tw/items/DFAS00A900GQPGP/000001_1697528162.jpg,,升級版 攔洸葉黃素 1盒(45粒/盒)
PChome,黑醋栗葉,黑醋栗葉黃素(60錠/瓶),1546,https://24h.pchome.com.tw/prod/DFAI00-A900GB0TK,https://cs-a.ecimg.tw/items/DFAI00A900GB0TK/000001_1745483429.jpg,🫐花青素,黑醋栗葉黃素(60錠/瓶)
PChome,葉黃素2,葉黃素20毫克複合膠囊(150粒/瓶),1710,https://24h.pchome.com.tw/prod/DBBC07-A900DYX7Z,https://cs-a.ecimg.tw/items/DBBC07A900DYX7Z/000001_1661938212.jpg,💊膠囊,葉黃素20毫克複合膠囊(150粒/瓶)
PChome,EURE,EUREYE葉黃素複方軟膠囊 30粒5入組(德國原裝 游離型.玉米黃素.藍莓(山桑子).維他命A),1267,https://24h.pchome.com.tw/prod/DBBC0N-A900BP2Q9,https://cs-a.ecimg.tw/items/DBBC0NA900BP2Q9/000001_1750987916.jpg,✅游離型 🫐花青素 🫐夜視守護 💊膠囊,EUREYE葉黃素複方軟膠囊 30粒5入組(德國原裝 游離型.玉米黃素.藍莓(山桑子).維他命A)
PChome,游離型葉,游離型葉黃素軟膠囊 (90粒/罐),790,https://24h.pchome.com.tw/prod/DBBC6W-A900GOCY2,https://cs-a.ecimg.tw/items/DBBC6WA900GOCY2/000001_1759308144.jpg,✅游離型 💊膠囊,游離型葉黃素軟膠囊 (90粒/罐)
PChome,高單位3,高單位30mg葉黃素+蝦紅素膠囊 1入(60粒/罐),499,https://24h.pchome.com.tw/prod/DBBB89-A900AWTTY,https://cs-a.ecimg.tw/items/DBBB89A900AWTTY/000001_1602055482.jpg,🦐蝦紅素 🦐舒緩專注 💊膠囊,高單位30mg葉黃素+蝦紅素膠囊 1入(60粒/罐)
PChome,有酵金盞,有酵金盞花葉黃素凍(18入x2盒),934,https://24h.pchome.com.tw/prod/DFAG09-1900HHNHY,https://cs-a.ecimg.tw/items/DFAG091900HHNHY/000001_1768554394.jpg,🧃飲品/凍,有酵金盞花葉黃素凍(18入x2盒)
PChome,(2入組,(2入組)V金盞花萃取物葉黃素複方軟膠囊 60粒,1760,https://24h.pchome.com.tw/prod/DBAUGQ-A900FLBDZ,https://cs-a.ecimg.tw/items/DBAUGQA900FLBDZ/000001_1717054708.jpg,💊膠囊,(2入組)V金盞花萃取物葉黃素複方軟膠囊 60粒
PChome,清新視界,清新視界金盞花萃取物(含游離型葉黃素)30粒/盒,560,https://24h.pchome.com.tw/prod/DDCV2S-A900HM2HP,https://cs-a.ecimg.tw/items/DDCV2SA900HM2HP/000001_1746785773.jpg,✅游離型,清新視界金盞花萃取物(含游離型葉黃素)30粒/盒
PChome,金盞花萃,金盞花萃取物葉黃素複方膠囊30粒,499,https://24h.pchome.com.tw/prod/DBBB1Q-A9007KODZ,https://cs-a.ecimg.tw/items/DBBB1QA9007KODZ/000001_1685675089.jpg,💊膠囊,金盞花萃取物葉黃素複方膠囊30粒
PChome,金盞花葉,金盞花葉黃素(30顆/包),390,https://24h.pchome.com.tw/prod/DBBBJB-A900I2GJK,https://cs-a.ecimg.tw/items/DBBBJBA900I2GJK/000001_1731310835.jpg,,金盞花葉黃素(30顆/包)
